analisis_gramatical,traduccion_literal,palabra,transliteracion
,,λυσης,
,,λυσητε,
,,λυσιας,
,,λυσιν,
,,λυσιτελει,
,,λυσον,
,,λυστραν,
,,λυστροις,
,,λυσω,
,,λυτρον,
,,λυτρουσθαι,
,,λυτρωσηται,
,,λυτρωσιν,
,,λυτρωτην,
,,λυχνια,
,,λυχνιαι,
,,λυχνιαν,
,,λυχνιας,
,,λυχνιων,
,,λυχνοι,
,,λυχνον,
,,λυχνος,
,,λυχνου,
,,λυχνω,
,,λωιδι,
,,λωτ,
,,μααθ,
,,μαγαδαν,
,,μαγδαληνη,
,,μαγειαις,
,,μαγευων,
,,μαγοι,
,,μαγον,
,,μαγος,
,,μαγους,
,,μαγωγ,
,,μαγων,
,,μαδιαμ,
,,μαθειν,
,,μαθετε,
,,μαθηται,
,,μαθηταις,
,,μαθητας,
,,μαθητε,
,,μαθητευθεις,
,,μαθητευσαντες,
,,μαθητευσατε,
,,μαθητη,
,,μαθητην,
,,μαθητης,
,,μαθητου,
,,μαθητρια,
,,μαθητων,
,,μαθθαιον,
,,μαθθαιος,
,,μαθθατ,
,,μαθθιαν,
,,μαθουσαλα,
,,μαθων,
,,μαινεσθε,
,,μαινεται,
,,μαινη,
,,μαινομαι,
,,μακαρια,
,,μακαριαι,
,,μακαριαν,
,,μακαριζομεν,
,,μακαριοι,
,,μακαριον,
,,μακαριος,
,,μακαριου,
,,μακαριουσιν,
,,μακαρισμον,
,,μακαρισμος,
,,μακαριωτερα,
,,μακεδονας,
,,μακεδονες,
,,μακεδονια,
,,μακεδονιαν,
,,μακεδονιας,
,,μακεδονος,
,,μακεδοσιν,
,,μακεδων,
,,μακελλω,
,,μακρα,
,,μακραν,
,,μακροθεν,
,,μακροθυμει,
,,μακροθυμειτε,
,,μακροθυμησας,
,,μακροθυμησατε,
,,μακροθυμησον,
,,μακροθυμια,
,,μακροθυμιαν,
,,μακροθυμιας,
,,μακροθυμων,
,,μακροθυμως,
,,μακροχρονιος,
,,μαλακα,
,,μαλακιαν,
,,μαλακοι,
,,μαλακοις,
,,μαλελεηλ,
,,μαλιστα,
,,μαλλον,
,,μαλχος,
,,μαμμη,
,,μαμωνα,
,,μαναην,
,,μανασση,
,,μανασσης,
,,μανθανειν,
,,μανθανετω,
,,μανθανετωσαν,
,,μανθανοντα,
,,μανθανουσιν,
,,μανθανωσιν,
,,μανιαν,
,,μαννα,
,,μαντευομενη,
,,μαρανα,
,,μαρανθησεται,
,,μαργαριται,
,,μαργαριταις,
,,μαργαριτας,
,,μαργαριτη,
,,μαργαριτην,
,,μαργαριτου,
,,μαργαριτων,
,,μαρθα,
,,μαρθαν,
,,μαρθας,
,,μαρια,
,,μαριαμ,
,,μαριαν,
,,μαριας,
,,μαρκον,
,,μαρκος,
,,μαρκου,
,,μαρμαρου,
,,μαρτυρα,
,,μαρτυρας,
,,μαρτυρει,
,,μαρτυρειν,
,,μαρτυρεις,
,,μαρτυρειται,
,,μαρτυρειτε,
,,μαρτυρες,
,,μαρτυρηθεντες,
,,μαρτυρησαι,
,,μαρτυρησαντος,
,,μαρτυρησας,
,,μαρτυρησει,
,,μαρτυρηση,
,,μαρτυρησον,
,,μαρτυρησω,
,,μαρτυρια,
,,μαρτυριαι,
,,μαρτυριαν,
,,μαρτυριας,
,,μαρτυριον,
,,μαρτυριου,
,,μαρτυρομαι,
,,μαρτυρομενοι,
,,μαρτυρομενος,
,,μαρτυρος,
,,μαρτυρουμεν,
,,μαρτυρουμενη,
,,μαρτυρουμενος,
,,μαρτυρουμενους,
,,μαρτυρουν,
,,μαρτυρουντες,
,,μαρτυρουντι,
,,μαρτυρουντος,
,,μαρτυρουντων,
,,μαρτυρουσαι,
,,μαρτυρουσης,
,,μαρτυρουσιν,
,,μαρτυρω,
,,μαρτυρων,
,,μαρτυς,
,,μαρτυσιν,
,,μαστιγας,
,,μαστιγοι,
,,μαστιγος,
,,μαστιγων,
,,μαστιγωσαι,
,,μαστιγωσαντες,
,,μαστιγωσετε,
,,μαστιγωσουσιν,
,,μαστιζειν,
,,μαστιξιν,
,,μαστοι,
,,μαστοις,
,,ματαια,
,,ματαιας,
,,ματαιοι,
,,ματαιολογιαν,
,,ματαιολογοι,
,,ματαιος,
,,ματαιοτητι,
,,ματαιοτητος,
,,ματαιων,
,,ματην,
,,ματθαν,
,,ματταθα,
,,ματταθιου,
,,μαχαι,
,,μαχαιρα,
,,μαχαιραι,
,,μαχαιραν,
,,μαχαιρη,
,,μαχαιρης,
,,μαχαιρων,
,,μαχας,
,,μαχεσθαι,
,,μαχεσθε,
,,μαχομενοις,
,,με,
,,μεγα,
,,μεγαλα,
,,μεγαλαι,
,,μεγαλαις,
,,μεγαλας,
,,μεγαλεια,
,,μεγαλειοτητι,
,,μεγαλειοτητος,
,,μεγαλη,
,,μεγαλην,
,,μεγαλης,
,,μεγαλοι,
,,μεγαλοπρεπους,
,,μεγαλου,
,,μεγαλους,
,,μεγαλυνει,
,,μεγαλυνθηναι,
,,μεγαλυνθησεται,
,,μεγαλυνοντων,
,,μεγαλυνουσιν,
,,μεγαλω,
,,μεγαλων,
,,μεγαλως,
,,μεγαλωσυνη,
,,μεγαλωσυνης,
,,μεγαν,
,,μεγας,
,,μεγεθος,
,,μεγιστα,
,,μεγιστανες,
,,μεγιστασιν,
,,μεθ,
,,μεθαι,
,,μεθαις,
,,μεθερμηνευεται,
,,μεθερμηνευομενον,
,,μεθερμηνευομενος,
,,μεθη,
,,μεθιστανειν,
,,μεθοδειαν,
,,μεθοδειας,
,,μεθυει,
,,μεθυοντων,
,,μεθυουσαν,
,,μεθυουσιν,
,,μεθυσθωσιν,
,,μεθυσκεσθαι,
,,μεθυσκεσθε,
,,μεθυσκομενοι,
,,μεθυσοι,
,,μεθυσος,
,,μειζον,
,,μειζονα,
,,μειζονας,
,,μειζονες,
,,μειζονος,
,,μειζοτεραν,
,,μειζω,
,,μειζων,
,,μειναι,
,,μεινατε,
,,μεινη,
,,μεινητε,
,,μεινον,
,,μεινωσιν,
,,μελαιναν,
,,μελανι,
,,μελανος,
,,μελας,
,,μελεα,
,,μελει,
,,μελεσιν,
,,μελετα,
,,μελετω,
,,μελη,
,,μελι,
,,μελιτηνη,
,,μελλει,
,,μελλειν,
,,μελλεις,
,,μελλετε,
,,μελλη,
,,μελλησετε,
,,μελλησω,
,,μελλομεν,
,,μελλον,
,,μελλοντα,
,,μελλοντας,
,,μελλοντες,
,,μελλοντι,
,,μελλοντος,
,,μελλοντων,
,,μελλουσαν,
,,μελλουσης,
,,μελλουσιν,
,,μελλω,
,,μελλων,
,,μελος,
,,μελχι,
,,μελχισεδεκ,
,,μελων,
,,μεμαθηκως,
,,μεμαρτυρηκα,
,,μεμαρτυρηκας,
,,μεμαρτυρηκεν,
,,μεμαρτυρηται,
,,μεμβρανας,
,,μεμενηκεισαν,
,,μεμερικεν,
,,μεμερισται,
,,μεμεστωμενοι,
,,μεμιαμμενοις,
,,μεμιανται,
,,μεμιγμενα,
,,μεμιγμενην,
,,μεμιγμενον,
,,μεμισηκασιν,
,,μεμισηκεν,
,,μεμισημενου,
,,μεμνημενος,
,,μεμνησθε,
,,μεμονωμενη,
,,μεμυημαι,
,,μεμφεται,
,,μεμφομενος,
,,μεμψιμοιροι,
,,μεν,
,,μενε,
,,μενει,
,,μενειν,
,,μενεις,
,,μενειτε,
,,μενετε,
,,μενετω,
,,μενη,
,,μενητε,
,,μεννα,
,,μενομεν,
,,μενον,
,,μενοντα,
,,μενοντος,
,,μενουν,
,,μενουνγε,
,,μενουσαν,
,,μενουσιν,
,,μεντοι,
,,μενω,
,,μενων,
,,μερει,
,,μερη,
,,μεριδα,
,,μεριδος,
,,μεριμνα,
,,μεριμναι,
,,μεριμναις,
,,μεριμναν,
,,μεριμνας,
,,μεριμνατε,
,,μεριμνησει,
,,μεριμνησητε,
,,μεριμνων,
,,μεριμνωσιν,
,,μερις,
,,μερισασθαι,
,,μερισθεισα,
,,μερισθη,
,,μερισμοις,
,,μερισμου,
,,μεριστην,
,,μερος,
,,μερους,
,,μεσημβριαν,
,,μεσης,
,,μεσιτη,
,,μεσιτης,
,,μεσιτου,
,,μεσον,
,,μεσονυκτιον,
,,μεσονυκτιου,
,,μεσοποταμια,
,,μεσοποταμιαν,
,,μεσος,
,,μεσοτοιχον,
,,μεσου,
,,μεσουρανηματι,
,,μεσουσης,
,,μεσσιαν,
,,μεσσιας,
,,μεστη,
,,μεστοι,
,,μεστον,
,,μεστους,
,,μεσω,
,,μετ,
,,μετα,
,,μεταβα,
,,μεταβαινετε,
,,μεταβαλομενοι,
,,μεταβας,
,,μεταβεβηκαμεν,
,,μεταβεβηκεν,
,,μεταβη,
,,μεταβηθι,
,,μεταβησεται,
,,μεταγεται,
,,μεταγομεν,
,,μεταδιδοναι,
,,μεταδιδους,
,,μεταδοτω,
,,μεταδουναι,
,,μεταδω,
,,μεταθεσεως,
,,μεταθεσιν,
,,μεταθεσις,
,,μετακαλεσαι,
,,μετακαλεσομαι,
,,μετακινουμενοι,
,,μεταλαβειν,
,,μεταλαβων,
,,μεταλαμβανει,
,,μεταλαμβανειν,
,,μεταλημψιν,
,,μεταμεληθεις,
,,μεταμεληθησεται,
,,μεταμελομαι,
,,μεταμορφουμεθα,
,,μεταμορφουσθε,
,,μετανοειν,
,,μετανοειτε,
,,μετανοησαι,
,,μετανοησατε,
,,μετανοηση,
,,μετανοησης,
,,μετανοησητε,
,,μετανοησον,
,,μετανοησουσιν,
,,μετανοητε,
,,μετανοιαν,
,,μετανοιας,
,,μετανοουντι,
,,μετανοω,
,,μετανοωσιν,
,,μεταξυ,
,,μεταπεμπομενος,
,,μεταπεμφθεις,
,,μεταπεμψαι,
,,μεταπεμψαμενος,
,,μεταπεμψασθαι,
,,μεταπεμψηται,
,,μετασταθω,
,,μεταστησας,
,,μεταστραφησεται,
,,μεταστρεψαι,
,,μετασχηματιζεται,
,,μετασχηματιζομενοι,
,,μετασχηματιζονται,
,,μετασχηματισει,
,,μετατιθεμενης,
,,μετατιθεντες,
,,μετατιθεσθε,
,,μετατραπητω,
,,μετεβη,
,,μετεθηκεν,
,,μετεκαλεσατο,
,,μετελαμβανον,
,,μετεμεληθητε,
,,μετεμελομην,
,,μετεμορφωθη,
,,μετενοησαν,
,,μετεπειτα,
,,μετεπεμψασθε,
,,μετεπεμψατο,
,,μετεστησεν,
,,μετεσχεν,
,,μετεσχηκεν,
,,μετεσχηματισα,
,,μετετεθη,
,,μετετεθησαν,
,,μετεχειν,
,,μετεχομεν,
,,μετεχουσιν,
,,μετεχω,
,,μετεχων,
,,μετεωριζεσθε,
,,μετηλλαξαν,
,,μετηρεν,
,,μετοικεσιαν,
,,μετοικεσιας,
,,μετοικιω,
,,μετοχη,
,,μετοχοι,
,,μετοχοις,
,,μετοχους,
,,μετρειτε,
,,μετρηθησεται,
,,μετρηση,
,,μετρησης,
,,μετρησον,
,,μετρητας,
,,μετριοπαθειν,
,,μετριως,
,,μετρον,
,,μετρου,
,,μετρουντες,
,,μετρω,
,,μετωκισεν,
,,μετωπον,
,,μετωπου,
,,μετωπων,
,,μεχρι,
,,μεχρις,
,,μη,
,,μηδ,
,,μηδαμως,
,,μηδε,
,,μηδεις,
,,μηδεμιαν,
,,μηδεν,
,,μηδενα,
,,μηδενι,
,,μηδενος,
,,μηδεποτε,
,,μηδεπω,
,,μηδοι,
,,μηθεν,
,,μηκετι,
,,μηκος,
,,μηκυνηται,
,,μηλωταις,
,,μην,
,,μηνα,
,,μηνας,
,,μηνι,
,,μηνυθεισης,
,,μηνυσαντα,
,,μηνυση,
,,μηποτε,
,,μηπω,
,,μηρον,
,,μητε,
,,μητερα,
,,μητερας,
,,μητηρ,
,,μητι,
,,μητραν,
,,μητρας,
,,μητρι,
,,μητρολωαις,
,,μητρος,
,,μια,
,,μιαινουσιν,
,,μιαν,
,,μιανθωσιν,
,,μιας,
,,μιασματα,
,,μιασμου,
,,μικρα,
,,μικραν,
,,μικροι,
,,μικρον,
,,μικρος,
,,μικροτερον,
,,μικροτερος,
,,μικρου,
,,μικρους,
,,μικρω,
,,μικρων,
,,μιλητον,
,,μιλητου,
,,μιλητω,
,,μιλιον,
,,μιμεισθαι,
,,μιμεισθε,
,,μιμηται,
,,μιμνησκεσθε,
,,μιμνησκη,
,,μιμου,
,,μισει,
,,μισειν,
,,μισεις,
,,μιση,
,,μισησει,
,,μισησεις,
,,μισησουσιν,
,,μισησωσιν,
,,μισθαποδοσιαν,
,,μισθαποδοτης,
,,μισθιοι,
,,μισθιων,
,,μισθον,
,,μισθος,
,,μισθου,
,,μισθωματι,
,,μισθωσασθαι,
,,μισθωτος,
,,μισθωτων,
,,μισουμενοι,
,,μισουντες,
,,μισουντων,
,,μισουσιν,
,,μισω,
,,μισων,
,,μιτυληνην,
,,μιχαηλ,
,,μνα,
,,μναν,
,,μνας,
,,μνασωνι,
,,μνεια,
,,μνειαν,
,,μνημα,
,,μνημασιν,
,,μνηματι,
,,μνημεια,
,,μνημειοις,
,,μνημειον,
,,μνημειου,
,,μνημειω,
,,μνημειων,
,,μνημην,
,,μνημονευε,
,,μνημονευει,
,,μνημονευειν,
,,μνημονευετε,
,,μνημονευητε,
,,μνημονευοντες,
,,μνημονευωμεν,
,,μνημοσυνον,
,,μνησθηναι,
,,μνησθης,
,,μνησθησομαι,
,,μνησθητε,
,,μνησθητι,
,,μνησθω,
,,μνηστευθεισης,
,,μογιλαλον,
,,μοδιον,
,,μοι,
,,μοιχαλιδα,
,,μοιχαλιδες,
,,μοιχαλιδι,
,,μοιχαλιδος,
,,μοιχαλις,
,,μοιχαται,
,,μοιχεια,
,,μοιχειαι,
,,μοιχευει,
,,μοιχευειν,
,,μοιχευεις,
,,μοιχευθηναι,
,,μοιχευομενη,
,,μοιχευοντας,
,,μοιχευσεις,
,,μοιχευσης,
,,μοιχοι,
,,μοιχους,
,,μολις,
,,μολοχ,
,,μολυνεται,
,,μολυσμου,
,,μομφην,
,,μονα,
,,μοναι,
,,μονας,
,,μονην,
,,μονογενη,
,,μονογενης,
,,μονογενους,
,,μονοι,
,,μονοις,
,,μονον,
,,μονος,
,,μονου,
,,μονους,
,,μονοφθαλμον,
,,μονω,
,,μορφη,
,,μορφην,
,,μορφωθη,
,,μορφωσιν,
,,μοσχον,
,,μοσχω,
,,μοσχων,
,,μου,
,,μουσικων,
,,μοχθον,
,,μοχθω,
,,μυελων,
,,μυθοις,
,,μυθους,
,,μυκαται,
,,μυκτηριζεται,
,,μυλικος,
,,μυλινον,
,,μυλος,
,,μυλου,
,,μυλω,
,,μυρα,
,,μυριαδας,
,,μυριαδες,
,,μυριαδων,
,,μυριασιν,
,,μυριους,
,,μυρισαι,
,,μυριων,
,,μυρον,
,,μυρου,
,,μυρω,
,,μυσιαν,
,,μυστηρια,
,,μυστηριον,
,,μυστηριου,
,,μυστηριω,
,,μυστηριων,
,,μυωπαζων,
,,μωλωπι,
,,μωμηθη,
,,μωμησηται,
,,μωμοι,
,,μωρα,
,,μωραι,
,,μωρανθη,
,,μωρας,
,,μωρε,
,,μωρια,
,,μωριαν,
,,μωριας,
,,μωροι,
,,μωρολογια,
,,μωρον,
,,μωρος,
,,μωρω,
,,μωυσεα,
,,μωυσει,
,,μωυσεως,
,,μωυση,
,,μωυσην,
,,μωυσης,
,,ναασσων,
,,ναγγαι,
,,ναζαρα,
,,ναζαρεθ,
,,ναζαρετ,
,,ναζαρηνε,
,,ναζαρηνον,
,,ναζαρηνος,
,,ναζαρηνου,
,,ναζωραιον,
,,ναζωραιος,
,,ναζωραιου,
,,ναζωραιων,
,,ναθαμ,
,,ναθαναηλ,
,,ναι,
,,ναιμαν,
,,ναιν,
,,ναοις,
,,ναον,
,,ναος,
,,ναου,
,,ναουμ,
,,ναους,
,,ναρδου,
,,ναρκισσου,
,,ναυκληρω,
,,ναυν,
,,ναυται,
,,ναυτων,
,,ναχωρ,
,,ναω,
,,νεαν,
,,νεανιαν,
,,νεανιας,
,,νεανιου,
,,νεανισκε,
,,νεανισκοι,
,,νεανισκον,
,,νεανισκος,
,,νεας,
,,νεκρα,
,,νεκραν,
,,νεκροι,
,,νεκροις,
,,νεκρον,
,,νεκρος,
,,νεκρου,
,,νεκρους,
,,νεκρων,
,,νεκρωσατε,
,,νεκρωσιν,
,,νενεκρωμενον,
,,νενεκρωμενου,
,,νενικηκα,
,,νενικηκατε,
,,νενομοθετηται,
,,νεομηνιας,
,,νεον,
,,νεος,
,,νεοτητος,
,,νεοφυτον,
,,νευει,
,,νευσαντος,
,,νεφελαι,
,,νεφελαις,
,,νεφελη,
,,νεφελην,
,,νεφελης,
,,νεφελων,
,,νεφθαλιμ,
,,νεφος,
,,νεφρους,
,,νεωκορον,
,,νεωτερας,
,,νεωτερικας,
,,νεωτεροι,
,,νεωτερος,
,,νεωτερους,
,,νη,
,,νηθει,
,,νηθουσιν,
,,νηπιαζετε,
,,νηπιοι,
,,νηπιοις,
,,νηπιος,
,,νηπιου,
,,νηπιων,
,,νηρεα,
,,νηρι,
,,νησιον,
,,νησον,
,,νησος,
,,νησου,
,,νηστειαις,
,,νηστειαν,
,,νηστεις,
,,νηστειων,
,,νηστευειν,
,,νηστευητε,
,,νηστευομεν,
,,νηστευοντες,
,,νηστευοντων,
,,νηστευουσιν,
,,νηστευσαι,
,,νηστευσαντες,
,,νηστευσας,
,,νηστευσουσιν,
,,νηστευω,
,,νηστευων,
,,νησω,
,,νηφαλιον,
,,νηφαλιους,
,,νηφε,
,,νηφοντες,
,,νηφωμεν,
,,νηψατε,
,,νιγερ,
,,νικα,
,,νικανορα,
,,νικη,
,,νικησαι,
,,νικησασα,
,,νικησει,
,,νικησεις,
,,νικηση,
,,νικοδημος,
,,νικολαιτων,
,,νικολαον,
,,νικοπολιν,
,,νικος,
,,νικω,
,,νικων,
,,νικωντας,
,,νικωντι,
,,νινευιται,
,,νινευιταις,
,,νιπτειν,
,,νιπτεις,
,,νιπτηρα,
,,νιπτονται,
,,νιψαι,
,,νιψαμενος,
,,νιψασθαι,
,,νιψης,
,,νιψω,
,,νιψωνται,
,,νοει,
,,νοειτε,
,,νοειτω,
,,νοημα,
,,νοηματα,
,,νοησαι,
,,νοησωσιν,
,,νοθοι,
,,νοι,
,,νομην,
,,νομιζει,
,,νομιζειν,
,,νομιζοντες,
,,νομιζοντων,
,,νομιζω,
,,νομιζων,
,,νομικας,
,,νομικοι,
,,νομικοις,
,,νομικον,
,,νομικος,
,,νομικους,
,,νομικων,
,,νομιμως,
,,νομισαντες,
,,νομισητε,
,,νομισμα,
,,νομοδιδασκαλοι,
,,νομοδιδασκαλος,
,,νομοθεσια,
,,νομοθετης,
,,νομον,
,,νομος,
,,νομου,
,,νομους,
,,νομω,
,,νοος,
,,νοουμεν,
,,νοουμενα,
,,νοουντες,
,,νοσοις,
,,νοσον,
,,νοσους,
,,νοσσια,
,,νοσσιαν,
,,νοσσους,
,,νοσφιζομενους,
,,νοσφισασθαι,
,,νοσων,
,,νοτον,
,,νοτου,
,,νουθεσια,
,,νουθεσιαν,
,,νουθετειν,
,,νουθετειτε,
,,νουθετουντας,
,,νουθετουντες,
,,νουθετων,
,,νουν,
,,νουνεχως,
,,νους,
,,νυκτα,
,,νυκτας,
,,νυκτι,
,,νυκτος,
,,νυμφαν,
,,νυμφη,
,,νυμφην,
,,νυμφης,
,,νυμφιον,
,,νυμφιος,
,,νυμφιου,
,,νυμφων,
,,νυμφωνος,
,,νυν,
,,νυνι,
,,νυξ,
,,νυσταζει,
,,νυχθημερον,
,,νωε,
,,νωθροι,
,,νωτον,
,,ξεναις,
,,ξενιαν,
,,ξενιζεσθε,
,,ξενιζεται,
,,ξενιζοντα,
,,ξενιζονται,
,,ξενισαντες,
,,ξενισθωμεν,
,,ξενοι,
,,ξενοις,
,,ξενον,
,,ξενος,
,,ξενου,
,,ξενους,
,,ξενων,
,,ξεστων,
,,ξηρα,
,,ξηραινεται,
,,ξηραν,
,,ξηρας,
,,ξηρω,
,,ξηρων,
,,ξυλα,
,,ξυλινα,
,,ξυλον,
,,ξυλου,
,,ξυλω,
,,ξυλων,
,,ξυρασθαι,
,,ξυρησονται,
,,ο,
,,ογδοη,
,,ογδοηκοντα,
,,ογδοον,
,,ογδοος,
,,ογκον,
,,οδευων,
,,οδηγειν,
,,οδηγη,
,,οδηγησει,
,,οδηγοι,
,,οδηγον,
,,οδηγου,
,,οδοι,
,,οδοιποριαις,
,,οδοιποριας,
,,οδοιπορουντων,
,,οδοις,
,,οδον,
,,οδοντα,
,,οδοντας,
,,οδοντες,
,,οδοντος,
,,οδοντων,
,,οδος,
,,οδου,
,,οδους,
,,οδυναις,
,,οδυνασαι,
,,οδυνη,
,,οδυνωμαι,
,,οδυνωμενοι,
,,οδυρμον,
,,οδυρμος,
,,οδω,
,,οδων,
,,οζει,
,,οζιαν,
,,οζιας,
,,οθεν,
,,οθονην,
,,οθονια,
,,οθονιοις,
,,οθονιων,
,,οι,
,,οια,
,,οιδα,
,,οιδαμεν,
,,οιδας,
,,οιδασιν,
,,οιδατε,
,,οιδεν,
,,οιεσθω,
,,οικει,
,,οικειν,
,,οικειοι,
,,οικειους,
,,οικειων,
,,οικεται,
,,οικετειας,
,,οικετην,
,,οικετης,
,,οικετων,
,,οικηματι,
,,οικητηριον,
,,οικια,
,,οικιακοι,
,,οικιακους,
,,οικιαν,
,,οικιας,
,,οικιων,
,,οικοδεσποτειν,
,,οικοδεσποτη,
,,οικοδεσποτην,
,,οικοδεσποτης,
,,οικοδεσποτου,
,,οικοδομαι,
,,οικοδομας,
,,οικοδομει,
,,οικοδομειν,
,,οικοδομεισθε,
,,οικοδομειται,
,,οικοδομειτε,
,,οικοδομη,
,,οικοδομηθη,
,,οικοδομηθησεται,
,,οικοδομην,
,,οικοδομης,
,,οικοδομησαι,
,,οικοδομησαντι,
,,οικοδομησεν,
,,οικοδομησετε,
,,οικοδομησθαι,
,,οικοδομησω,
,,οικοδομουμενη,
,,οικοδομουντες,
,,οικοδομουντι,
,,οικοδομω,
,,οικοδομων,
,,οικοις,
,,οικον,
,,οικονομειν,
,,οικονομια,
,,οικονομιαν,
,,οικονομιας,
,,οικονομοι,
,,οικονομοις,
,,οικονομον,
,,οικονομος,
,,οικονομους,
,,οικος,
,,οικου,
,,οικουμενη,
,,οικουμενην,
,,οικουμενης,
,,οικουργους,
,,οικους,
,,οικουσα,
,,οικτιρησω,
,,οικτιρμοι,
,,οικτιρμονες,
,,οικτιρμου,
,,οικτιρμων,
,,οικτιρω,
,,οικω,
,,οικων,
,,οιμαι,
,,οινον,
,,οινοποτης,
,,οινος,
,,οινου,
,,οινοφλυγιαις,
,,οινω,
,,οιοι,
,,οιομενοι,
,,οιον,
,,οιος,
,,οιους,
,,οις,
,,οισει,
,,οισουσιν,
,,οιτινες,
,,οκνηρε,
,,οκνηροι,
,,οκνηρον,
,,οκνησης,
,,οκταημερος,
,,οκτω,
,,ολεθρον,
,,ολεθρος,
,,ολη,
,,ολην,
,,ολης,
,,ολιγα,
,,ολιγαι,
,,ολιγας,
,,ολιγην,
,,ολιγης,
,,ολιγοι,
,,ολιγοις,
,,ολιγον,
,,ολιγοπιστε,
,,ολιγοπιστιαν,
,,ολιγοπιστοι,
,,ολιγος,
,,ολιγου,
,,ολιγοψυχους,
,,ολιγω,
,,ολιγων,
,,ολιγωρει,
,,ολιγως,
,,ολοθρευτου,
,,ολοθρευων,
,,ολοκαυτωματα,
,,ολοκαυτωματων,
,,ολοκληριαν,
,,ολοκληροι,
,,ολοκληρον,
,,ολολυζοντες,
,,ολον,
,,ολος,
,,ολοτελεις,
,,ολου,
,,ολους,
,,ολυμπαν,
,,ολυνθους,
,,ολω,
,,ολως,
,,ομβρος,
,,ομειρομενοι,
,,ομιλειν,
,,ομιλησας,
,,ομιλιαι,
,,ομιχλαι,
,,ομματα,
,,ομματων,
,,ομνυει,
,,ομνυειν,
,,ομνυετε,
,,ομνυναι,
,,ομνυουσιν,
,,ομοθυμαδον,
,,ομοια,
,,ομοιαι,
,,ομοιας,
,,ομοιοι,
,,ομοιον,
,,ομοιοπαθεις,
,,ομοιοπαθης,
,,ομοιος,
,,ομοιοτητα,
,,ομοιωθεντες,
,,ομοιωθηναι,
,,ομοιωθησεται,
,,ομοιωθητε,
,,ομοιωματα,
,,ομοιωματι,
,,ομοιως,
,,ομοιωσιν,
,,ομοιωσω,
,,ομοιωσωμεν,
,,ομολογει,
,,ομολογειται,
,,ομολογησαντες,
,,ομολογησει,
,,ομολογηση,
,,ομολογησης,
,,ομολογησω,
,,ομολογιαν,
,,ομολογιας,
,,ομολογουμενως,
,,ομολογουντες,
,,ομολογουντων,
,,ομολογουσιν,
,,ομολογω,
,,ομολογωμεν,
,,ομολογων,
,,ομοσαι,
,,ομοσας,
,,ομοση,
,,ομοσης,
,,ομοτεχνον,
,,ομου,
,,ομοφρονες,
,,ομως,
,,ον,
,,οναιμην,
,,οναρ,
,,οναριον,
,,ονειδιζειν,
,,ονειδιζεσθε,
,,ονειδιζοντος,
,,ονειδιζοντων,
,,ονειδισμοι,
,,ονειδισμοις,
,,ονειδισμον,
,,ονειδισωσιν,
,,ονειδος,
,,ονησιμον,
,,ονησιμω,
,,ονησιφορου,
,,ονικος,
,,ονομα,
,,ονομαζειν,
,,ονομαζεσθω,
,,ονομαζεται,
,,ονομαζομενος,
,,ονομαζομενου,
,,ονομαζων,
,,ονοματα,
,,ονοματι,
,,ονοματος,
,,ονοματων,
,,ονον,
,,ονου,
,,οντα,
,,οντας,
,,οντες,
,,οντι,
,,οντος,
,,οντων,
,,οντως,
,,οξεια,
,,οξειαν,
,,οξεις,
,,οξος,
,,οξους,
,,οξυ,
,,οπαις,
,,οπης,
,,οπισθεν,
,,οπισω,
,,οπλα,
,,οπλισασθε,
,,οπλων,
,,οποιαν,
,,οποιοι,
,,οποιον,
,,οποιος,
,,οπου,
,,οπτανομενος,
,,οπτασια,
,,οπτασιαν,
,,οπτασιας,
,,οπτου,
,,οπωρα,
,,οπως,
,,ορα,
,,οραμα,
,,οραματι,
,,οραματος,
,,ορασει,
,,ορασεις,
,,ορατα,
,,ορατε,
,,οργη,
,,οργην,
,,οργης,
,,οργιζεσθε,
,,οργιζομενος,
,,οργιλον,
,,οργισθεις,
,,οργυιας,
,,ορεγεται,
,,ορεγομενοι,
,,ορεγονται,
,,ορει,
,,ορεινη,
,,ορεινην,
,,ορεξει,
,,ορεσιν,
,,ορεων,
,,ορη,
,,ορθας,
,,ορθοποδουσιν,
,,ορθος,
,,ορθοτομουντα,
,,ορθριναι,
,,ορθρον,
,,ορθρου,
,,ορθως,
,,ορια,
,,οριζει,
,,οριοις,
,,ορισας,
,,ορισθεντος,
,,οριων,
,,ορκιζω,
,,ορκον,
,,ορκος,
,,ορκου,
,,ορκους,
,,ορκω,
,,ορκωμοσιας,
,,ορμη,
,,ορμηματι,
,,ορνεα,
,,ορνεοις,
,,ορνεου,
,,ορνις,
,,οροθεσιας,
,,ορος,
,,ορους,
,,ορφανους,
,,ορχησαμενης,
,,ορω,
,,ορωμεν,
,,ορων,
,,ορωντες,
,,ορωσαι,
,,ος,
,,οσα,
,,οσαι,
,,οσακις,
,,οσια,
,,οσιον,
,,οσιος,
,,οσιοτητι,
,,οσιους,
,,οσιως,
,,οσμη,
,,οσμην,
,,οσμης,
,,οσοι,
,,οσον,
,,οσους,
,,οστεα,
,,οστεων,
,,οστις,
,,οστουν,
,,οστρακινα,
,,οστρακινοις,
,,οσφρησις,
,,οσφυας,
,,οσφυες,
,,οσφυι,
,,οσφυν,
,,οσφυος,
,,οσω,
,,οσων,
,,οταν,
,,οτε,
,,οτι,
,,οτου,
,,ου,
